Recording	Participant	TOI	Interval	Media	Duration_of_interval	Start_of_interval	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Number_of_whole_fixations	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Number_of_saccades	Average_peak_velocity_of_saccades	Minimum_peak_velocity_of_saccades	Maximum_peak_velocity_of_saccades	Standard_deviation_of_peak_velocity_of_saccades	Average_amplitude_of_saccades	Minimum_amplitude_of_saccades	Maximum_amplitude_of_saccades	Total_amplitude_of_saccades	Time_to_first_saccade	Direction_of_first_saccade	Peak_velocity_of_first_saccade	Average_velocity_of_first_saccade	Amplitude_of_first_saccade
Recording 221	P23-J1	A	1	scenevideo	30000	153828	24144	302	80	260	6.46582	62	130.76	31	367.58	81.29	3.85	0.69	10.27	238.86	722	287.77	146.49	106.42	2.67
Recording 221	P23-J1	B	1	scenevideo	10116	183828	5520	221	25	130	6.15027	13	108.02	32.19	381.63	102.2	3.97	0.63	24.89	51.66	436	266.99	75.62	54.02	2.02
Recording 221	P23-J1	C	1	scenevideo	724	193944	431	431	1	431	5.94333	0													
Recording 335	P43-P1	A	1	scenevideo	30000	174518	22591	248	91	120	4.13871	63	165.38	30.45	577.47	133.53	4.24	0.58	16.61	267.24	271	284.77	81.16	61	2.83
Recording 335	P43-P1	B	1	scenevideo	10033	204518	7223	361	20	110	4.54982	16	154.14	30.38	556.55	151.34	5.95	0.59	28.99	95.21	486	76.16	163.38	118.99	3.51
Recording 335	P43-P1	C	1	scenevideo	854	214551	321	160	2	180	4.61469	1	49.21	49.21	49.21		2.62	2.62	2.62	2.62	140	24.62	49.21	47.28	2.62
Recording 12 (2)	P05-B0	A	1	scenevideo	30000	303745	23933	509	47	852	2.76487	33	117.04	30.05	278.43	77.41	3.79	0.67	10	125.21	1454	162.72	197.83	121.8	4.53
Recording 246	P16-M0	A	1	scenevideo	30000	85071	20587	261	79	130	5.6763	49	69.05	30.37	354.69	62.79	1.91	0.61	9.76	93.74	370	84.51	47.38	43.09	0.98
Recording 263	P24-B0	A	1	scenevideo	30000	261630	24084	963	25	1122	3.81209	9	160.82	39.84	272.59	83.97	4.58	1.04	8.91	41.2	11305	69.22	39.84	39.84	1.04
Recording 291	P40-P1	A	1	scenevideo	30000	187034	27320	434	63	771	3.15389	59	136.8	32.5	440.99	114.23	3.83	0.52	15.81	225.97	796	261.73	55.16	46.92	0.9
Recording 291	P40-P1	B	1	scenevideo	13217	217034	7644	478	16	230	3.31334	7	126.82	40.63	443.84	146.13	4.53	1.21	16.73	31.74	5950	52.54	40.63	39.94	2.17
Recording 291	P40-P1	C	1	scenevideo	15411	230251	12152	419	29	120	3.1114	22	135.54	31.16	477.48	117.08	5.07	0.93	20.5	111.47	967	198.05	149.86	95.53	4.01
Recording 410	P47-M0	A	1	scenevideo	30000	94794	23112	472	49	801	3.13029	48	147.81	32.03	371.71	105.96	4.41	0.53	12.18	211.48	455	7.21	33.41	33.41	1
Recording 13	P02-J2	A	1	scenevideo	30000	137912	13294	134	99	90	5.10659	47	113.82	30.13	433.3	111.33	3.03	0.54	12.52	142.26	155	84.46	34.42	34.42	1.04
Recording 13	P02-J2	B	1	scenevideo	11000	167912	6111	244	25	110	4.52636	11	76.02	31.53	280.42	73.85	2.93	0.99	9.5	32.27	3254	87.16	280.42	169.97	9.5
Recording 13	P02-J2	C	1	scenevideo	1917	178912	761	190	4	190	4.26009	4	138.27	31.04	223.65	99.36	4.69	0.85	8.42	18.75	940	148.8	223.65	131.74	6.63
Recording 27	P07-M0	A	1	scenevideo	30000	82101	10809	119	91	240	4.19395	32	58.24	31.76	186.75	30.88	1.52	0.32	2.68	48.65	991	161.78	52.36	52.21	1.21
Recording 167	P18-D1	A	1	scenevideo	30000	212812	20056	386	52	571	3.43035	36	164.19	34.22	659.14	131.1	6.06	0.74	32.37	217.99	2485	82.3	34.22	34.22	3.15
Recording 167	P18-D1	B	1	scenevideo	12550	242812	10780	829	13	1122	3.95896	9	69.55	33.87	121.17	30.39	2.04	0.69	3.29	18.33	7769	276.64	68.26	66.36	1.91
Recording 167	P18-D1	C	1	scenevideo	18917	255362	13164	227	58	130	3.53983	45	152.23	33.11	454.71	100.24	5.27	0.7	21.25	237.04	809	146.05	82.48	64.17	3.25
Recording 132	P20-W0	A	1	scenevideo	30000	90954	18092	213	85	170	5.69055	48	141.86	30.92	433.32	122.47	3.99	0.55	22.41	191.66	263	356.62	43.57	37.15	1.22
Recording 181	P25-B0	A	1	scenevideo	30000	266612	21859	497	44	401	2.71406	19	176.59	30.3	428.72	121.71	6.92	0.93	29.47	131.55	5322	2.03	333.09	222.86	15.8
Recording 351	P45-M0	A	1	scenevideo	30000	91578	22170	284	78	1703	4.71744	51	93.2	30.27	443.25	104.67	3.11	0.51	18.14	158.58	1055	312.49	30.57	30.57	1.23
Recording 51	P10-J1	A	1	scenevideo	30000	141922	23863	277	86	321	4.95577	64	92.67	31.38	416.8	66.95	2.87	0.87	12.33	183.83	495	279.2	125.94	75.01	2.27
Recording 51	P10-J1	B	1	scenevideo	20633	171922	15658	313	50	100	4.71348	33	113.61	30.07	560.04	118.32	3.56	0.51	26.64	117.61	59	167.41	120.97	87.46	3
Recording 51	P10-J1	C	1	scenevideo	3685	192555	1853	206	9	481	3.97172	6	287.65	32.87	597.85	240.53	11.4	1.13	29.96	68.4	494	223.76	415.74	228.94	17.44
Recording 135	P20-P1	A	1	scenevideo	30000	175195	22070	381	58	60	5.35538	34	115.44	30.13	429.2	115.83	3.29	0.66	13.11	111.93	793	322.32	45.62	39.02	1.68
Recording 135	P20-P1	B	1	scenevideo	14317	205195	9287	281	33	270	5.22502	22	104.29	31.32	320.37	76.69	2.95	1.32	8.96	64.94	56	80.65	320.37	154.83	1.57
Recording 135	P20-P1	C	1	scenevideo	2559	219512	1172	234	5	421	5.21276	2	154.81	33.57	276.05	171.46	5.28	1.2	9.36	10.56	1427	69.09	33.57	32.66	1.2
Recording 415	P47-D1	A	1	scenevideo	30000	229012	19014	1463	13	1583	2.59005	12	169.22	32.92	365.78	120.39	5.08	0.22	13.15	60.95	3898	338.23	32.92	32.92	5.14
Recording 415	P47-D1	B	1	scenevideo	14684	259012	12222	679	18	301	2.86823	18	144.42	36.26	487.91	139.5	6.44	0.89	27.04	116	1508	148.91	37.68	37.68	1.46
Recording 151	P21-J0	A	1	scenevideo	30000	91237	22771	281	81	80	5.45778	56	200.39	32.07	673.84	177.3	6.23	0.81	22.21	349.03	384	303.9	456.1	183.98	11.89
Recording 19	P03-W1	A	1	scenevideo	30000	192289	8025	108	74	110	3.77558	27	58.07	30.31	179.96	33.48	1.56	0.66	3.61	42.15	1259	267.8	179.96	179.24	3.61
Recording 19	P03-W1	B	1	scenevideo	17900	222289	9037	167	54	70	4.48652	25	79.64	33.9	231.67	48.64	1.98	0.51	4.61	49.48	532	271.97	115.19	83.81	1.81
Recording 19	P03-W1	C	1	scenevideo	4838	240189	3246	250	13	952	4.48176	9	113.41	30.86	223.4	67.53	3.19	0.66	6.49	28.67	2198	336.83	130.84	91.23	4.58
Recording 312	P41-J1	A	1	scenevideo	30000	144675	3166	86	37	60	5.16024	7	139.51	34.36	370.06	132.31	2.95	0.67	6.66	20.65	3300	134.03	130.04	122.37	3.04
Recording 312	P41-J1	B	1	scenevideo	12100	174675	842	84	10	80	5.20028	2	38.5	34.69	42.31	5.38	1.38	1.35	1.42	2.77	2914	96.87	34.69	34.69	1.35
Recording 312	P41-J1	C	1	scenevideo	4351	186775	70	70	1	70	4.82211	0													
Recording 43	P04-W1	A	1	scenevideo	30000	193881	14356	378	38	2144	4.30807	23	105.18	33.89	559.28	132.95	2.8	0.75	15.24	64.41	2925	117.6	34.52	32.66	1.76
Recording 43	P04-W1	B	1	scenevideo	12317	223881	8075	673	12	351	3.8411	11	73.66	30.55	168.85	52.03	3.61	1.27	6.76	39.76	1898	303.18	36.26	36.26	4.63
Recording 43	P04-W1	C	1	scenevideo	1638	236198	110	110	1	110	4.09607	0													
Recording 62	P06-W1	A	1	scenevideo	30000	194148	18964	223	85	180	3.64739	49	185.52	33.77	526.88	156.91	5.87	0.69	38.67	287.62	1555	240.14	44.74	44.74	1.41
Recording 62	P06-W1	B	1	scenevideo	15884	224148	10859	271	40	281	4.01029	19	183.77	30.87	507.26	171.84	6.86	1.04	25.09	130.29	537	308.68	507.26	276.28	22.4
Recording 62	P06-W1	C	1	scenevideo	6593	240032	1513	151	10	90	3.72579	3	132.58	35.66	317.48	160.2	4.83	0.96	11.86	14.49	41	308.31	35.66	35.66	0.96
Recording013	P28-W0	A	1	fullstream	30000	85439	17230	325	53	80	4.12867	39	72.61	30.14	246.14	56.28	3.11	0.71	10.38	121.16	8636	95.28	31.31	31.31	3.15
Recording 139	P12-B0	A	1	scenevideo	30000	253819	25386	552	46	341	3.51386	37	162.16	31.15	340.01	93.17	4.76	0.73	17.24	176.09	711	191.31	217.78	133.85	6.54
Recording 394	P48-D1	A	1	scenevideo	30000	207296	10509	144	73	100	4.17692	23	102.15	30.64	420.91	100.4	2.09	0.56	14.77	48.18	771	184.56	154.82	137.44	0.96
Recording 394	P48-D1	B	1	scenevideo	12466	237296	2254	119	19	120	4.5748	6	51.72	32.33	114.31	31.23	1.24	0.68	1.5	7.42	4632	143.84	44.34	40.58	1.47
Recording 213	P23-W0	A	1	scenevideo	30000	89093	25586	711	36	80	6.53148	23	57.4	31.4	161.23	31.24	2.06	0.53	5.58	47.34	812	352.94	41.08	35.54	5.58
Recording 5 (3)	P50-M0	A	1	scenevideo	30000	87614	20938	225	93	140	4.64024	53	127.67	30.2	565.72	114.63	3.83	0.6	19.35	203.22	454	201.97	42.14	38.12	1.41
Recording 299	P31-W0	A	1	scenevideo	30000	86687	23152	322	72	301	4.75732	41	77.18	30.49	512.85	88.3	1.83	0.52	9.91	75.1	564	153.09	31.22	31.22	1.41
Recording 2 (2)	P08-B0	A	1	scenevideo	30000	251584	24013	800	30	1623	4.1532	6	200.74	43.21	431.42	132.27	4.33	0.39	7.76	25.98	13294	177.56	105.17	76.55	3.64
Recording 402	P33-W1	A	1	scenevideo	30000	194500	14516	181	80	80	5.87041	40	97.56	30.59	295.32	84.54	2.19	0.56	10.24	87.46	2472	255.93	53.64	44.21	1.54
Recording 402	P33-W1	B	1	scenevideo	16236	224500	1823	96	19	60	6.03129	5	138.42	33.78	287.73	105.82	2.6	1.05	3.99	12.99	2185	85.63	188.02	132.63	3.99
Recording 402	P33-W1	C	1	scenevideo	2614	240736	270	90	3	60	5.72823	1	57.44	57.44	57.44		1.98	1.98	1.98	1.98	426	286.8	57.44	56.12	1.98
Recording 285	P40-B0	A	1	scenevideo	30000	267062	25807	600	43	250	2.6134	34	178.68	30.19	439.6	128.18	6.63	1.05	40.14	225.51	69	70.91	64.25	55.88	1.52
Recording039	P34-P1	A	1	fullstream	30000	173946	27284	665	41	660	5.37651	38	105.4	32	255.4	65.78	4.3	1.01	11.96	163.23	539	299.74	250.29	173.2	10.25
Recording039	P34-P1	B	1	fullstream	13200	203946	7955	568	14	280	5.57238	5	85.5	32.08	176.44	62.08	4.06	1.29	9.94	20.29	2380	121.65	120.26	120.26	2.62
Recording039	P34-P1	C	1	fullstream	3058	217146	1319	165	8	120	5.87001	6	189.78	33.81	435.57	182.42	8.57	3.1	18.41	51.45	133	275.75	380.26	180.48	14.84
Recording 1	P50-B0	A	1	scenevideo	30000	264439	22020	361	61	140	3.55845	37	139.37	31.64	450.71	112.38	5.14	0.94	21.67	190.24	486	136.2	38.52	37.86	1.34
Recording 16 (2)	P05-M0	A	1	scenevideo	30000	86419	23823	361	66	140	3.0128	47	214.06	31.23	598.64	175.34	7.9	1.02	26.53	371.17	312	62.31	75.58	54.11	2.01
Recording 284	P42-P1	A	1	scenevideo	30000	175120	12773	149	86	90	4.18192	37	114.68	30.71	335.73	83.1	2.78	0.62	8.45	102.85	1587	16.96	168.24	120.26	3.93
Recording 284	P42-P1	B	1	scenevideo	12133	205120	6442	230	28	200	4.98372	9	122.25	36	347.24	108.95	2.41	0.61	6.19	21.65	159	34.51	66.3	54.66	1.58
Recording 284	P42-P1	C	1	scenevideo	1642	217253	0		0			0													
Recording 202	P27-B0	A	1	scenevideo	30000	258012	18173	275	66	281	3.50542	37	191.32	31.53	538	144.03	7.68	0.79	26.42	284.09	367	341.13	353.16	266.96	18.76
Recording 372	P35-D1	A	1	scenevideo	30000	207577	23503	653	36	220	3.35882	28	148.08	34.53	314.47	87.27	4.62	0.77	10.35	129.39	682	175.78	35.03	33.83	2.01
Recording 372	P35-D1	B	1	scenevideo	10287	237577	7053	415	17	240	4.0153	12	224.79	35.01	582.31	223.01	12.79	0.75	35.01	153.48	1017	278.67	514.96	297.83	32.83
Recording 68	P09-J0	A	1	scenevideo	30000	82961	23603	238	99	170	5.70624	84	136.1	30.94	404.89	97.81	4.76	0.94	16	399.82	14	25.69	130.23	86.79	4.87
Recording 59	P06-P1	A	1	scenevideo	30000	170613	20467	201	102	130	3.55295	66	155.2	31.81	486.21	140.45	4.64	0.66	22.09	306.34	41	351.45	45.36	41.87	1.21
Recording 6	P02-P0	A	1	scenevideo	30000	79142	24003	270	89	140	3.38398	71	107.46	30.18	368.48	84.82	3.59	0.52	16.16	255.16	816	351.99	34.2	34.2	1.04
Recording 247	P16-P1	A	1	scenevideo	30000	178218	19445	193	101	160	5.39088	57	118.43	30.92	422.19	96.59	3.04	0.5	10.52	173.36	1539	104.93	43.76	40.85	1.9
Recording 247	P16-P1	B	1	scenevideo	27583	208218	16680	211	79	571	5.03044	35	153.46	30.48	537.58	145.77	5.44	0.65	31.2	190.45	2925	306.05	94.41	62.4	2.88
Recording 247	P16-P1	C	1	scenevideo	3869	235801	1653	207	8	331	4.37327	4	161.29	36.38	460.08	200.69	6.82	1.43	20.77	27.28	107	268.97	36.38	34.22	1.95
Recording 45	P10-P0	A	1	scenevideo	30000	85501	23873	278	86	130	4.18803	59	86.99	34.89	295.59	66	2.26	0.56	8.69	133.61	851	278.26	54.59	54.59	0.68
Recording 256	P22-M0	A	1	scenevideo	30000	84445	25586	609	42	2114	4.37704	40	126.43	31.49	361.51	93.51	4.78	1.09	15.91	191.28	276	24.56	94.64	72.39	3.45
Recording 121	P17-W0	A	1	scenevideo	30000	82010	21870	257	85	180	4.32386	55	68.5	30.51	203.82	41.05	1.77	0.55	5.37	97.37	1442	101.1	50.9	42.33	0.95
Recording 152	P21-W0	A	1	scenevideo	30000	80547	25797	453	57	361	4.78523	47	126.23	30.14	366.09	92.75	3.5	0.76	8.95	164.54	257	348.47	293.12	190.52	7.91
